"project_name","SITE_ID","SITE_ID_CORR_IND","sys_sample_code","sample_delivery_group","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"Habitat","04-COHO_T41-0.1","N","04-COHO_T41-0.1-07172019-W","R1906688","Total Suspended Solids",2019-07-17 12:10:00,"TSS","T",6.2,"mg/l",NA,"mg/l",1.1,"","A","",2020-05-11
"Habitat","04-COHO_T41-0.1","N","04-COHO_T41-0.1-07172019-W","R1906688","TURBIDITY",2019-07-17 12:10:00,"TURB","T",3.85,"ntu",0.06,"ntu",1,"","T","",2020-05-11
"Habitat","04-COHO_T41-0.1","N","04-COHO_T41-0.1-07172019-W","R1906688","Zinc",2019-07-17 12:10:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","04-GRIM-6.3","Y","04-GRIN-6.3-07172019-W","R1906688","ALKALINITY, TOTAL (AS CaCO3)",2019-07-17 16:30:00,"ALK","T",95.2,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","04-GRIM-6.3","Y","04-GRIN-6.3-07172019-W","R1906688","CHLORIDE (AS CL)",2019-07-17 16:30:00,"16887-00-6","T",15,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","04-GRIM-6.3","Y","04-GRIN-6.3-07172019-W","R1906688","Copper",2019-07-17 16:30:00,"7440-50-8","T",0.7,"ug/l",0.66,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","04-GRIM-6.3","Y","04-GRIN-6.3-07172019-W","R1906688","Lead",2019-07-17 16:30:00,"7439-92-1","T",1.3,"ug/l",0.57,"ug/l",1,"","A","",2020-05-11
"Habitat","04-GRIM-6.3","Y","04-GRIN-6.3-07172019-W","R1906688","Nitrate+Nitrite as Nitrogen",2019-07-17 16:30:00,"NO3NO2N","T",0.196,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","04-GRIM-6.3","Y","04-GRIN-6.3-07172019-W","R1906688","Nitrogen, ammonia (As N)",2019-07-17 16:30:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error",2020-05-11
"Habitat","04-GRIM-6.3","Y","04-GRIN-6.3-07172019-W","R1906688","NITROGEN, NITRATE (AS N)",2019-07-17 16:30:00,"14797-55-8","T",0.196,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","04-GRIM-6.3","Y","04-GRIN-6.3-07172019-W","R1906688","NITROGEN, NITRITE",2019-07-17 16:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","04-GRIM-6.3","Y","04-GRIN-6.3-07172019-W","R1906688","PHOSPHORUS, TOTAL (AS P)",2019-07-17 16:30:00,"7723-14-0","T",0.0342,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","04-GRIM-6.3","Y","04-GRIN-6.3-07172019-W","R1906688","TOTAL ORGANIC CARBON",2019-07-17 16:30:00,"TOC","T",2.5,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","04-GRIM-6.3","Y","04-GRIN-6.3-07172019-W","R1906688","Total Suspended Solids",2019-07-17 16:30:00,"TSS","T",14.4,"mg/l",NA,"mg/l",1.2,"","A","",2020-05-11
"Habitat","04-GRIM-6.3","Y","04-GRIN-6.3-07172019-W","R1906688","TURBIDITY",2019-07-17 16:30:00,"TURB","T",12.3,"ntu",0.06,"ntu",1,"","A","",2020-05-11
"Habitat","04-GRIM-6.3","Y","04-GRIN-6.3-07172019-W","R1906688","Zinc",2019-07-17 16:30:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","04-MILD_T7-0.3","N","04-MILD_T7-0.3-07172019-W","R1906688","ALKALINITY, TOTAL (AS CaCO3)",2019-07-17 13:30:00,"ALK","T",114,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","04-MILD_T7-0.3","N","04-MILD_T7-0.3-07172019-W","R1906688","CHLORIDE (AS CL)",2019-07-17 13:30:00,"16887-00-6","T",6.7,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","04-MILD_T7-0.3","N","04-MILD_T7-0.3-07172019-W","R1906688","Copper",2019-07-17 13:30:00,"7440-50-8","T",0.7,"ug/l",0.66,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","04-MILD_T7-0.3","N","04-MILD_T7-0.3-07172019-W","R1906688","Lead",2019-07-17 13:30:00,"7439-92-1","T",1.1,"ug/l",0.57,"ug/l",1,"","A","",2020-05-11
"Habitat","04-MILD_T7-0.3","N","04-MILD_T7-0.3-07172019-W","R1906688","Nitrate+Nitrite as Nitrogen",2019-07-17 13:30:00,"NO3NO2N","T",0.762,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","04-MILD_T7-0.3","N","04-MILD_T7-0.3-07172019-W","R1906688","Nitrogen, ammonia (As N)",2019-07-17 13:30:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error",2020-05-11
"Habitat","04-MILD_T7-0.3","N","04-MILD_T7-0.3-07172019-W","R1906688","NITROGEN, NITRATE (AS N)",2019-07-17 13:30:00,"14797-55-8","T",0.749,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","04-MILD_T7-0.3","N","04-MILD_T7-0.3-07172019-W","R1906688","NITROGEN, NITRITE",2019-07-17 13:30:00,"14797-65-0","T",0.013,"mg/l",0.007,"mg/l",0.01,"","A","",2020-05-11
"Habitat","04-MILD_T7-0.3","N","04-MILD_T7-0.3-07172019-W","R1906688","PHOSPHORUS, TOTAL (AS P)",2019-07-17 13:30:00,"7723-14-0","T",0.0635,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","04-MILD_T7-0.3","N","04-MILD_T7-0.3-07172019-W","R1906688","TOTAL ORGANIC CARBON",2019-07-17 13:30:00,"TOC","T",2,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","04-MILD_T7-0.3","N","04-MILD_T7-0.3-07172019-W","R1906688","Total Suspended Solids",2019-07-17 13:30:00,"TSS","T",8.2,"mg/l",NA,"mg/l",1.1,"","A","",2020-05-11
"Habitat","04-MILD_T7-0.3","N","04-MILD_T7-0.3-07172019-W","R1906688","TURBIDITY",2019-07-17 13:30:00,"TURB","T",13.2,"ntu",0.06,"ntu",1,"","A","",2020-05-11
"Habitat","04-MILD_T7-0.3","N","04-MILD_T7-0.3-07172019-W","R1906688","Zinc",2019-07-17 13:30:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","04-MUDG_T72-0.3","Y","04-MUDG-T72-071819-W","R1906688","ALKALINITY, TOTAL (AS CaCO3)",2019-07-18 09:45:00,"ALK","T",186,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","04-MUDG_T72-0.3","Y","04-MUDG-T72-071819-W","R1906688","CHLORIDE (AS CL)",2019-07-18 09:45:00,"16887-00-6","T",56.5,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","04-MUDG_T72-0.3","Y","04-MUDG-T72-071819-W","R1906688","Copper",2019-07-18 09:45:00,"7440-50-8","T",4.5,"ug/l",0.66,"ug/l",1,"","A","",2020-05-11
"Habitat","04-MUDG_T72-0.3","Y","04-MUDG-T72-071819-W","R1906688","Lead",2019-07-18 09:45:00,"7439-92-1","T",3,"ug/l",0.57,"ug/l",1,"","A","",2020-05-11
"Habitat","04-MUDG_T72-0.3","Y","04-MUDG-T72-071819-W","R1906688","Nitrate+Nitrite as Nitrogen",2019-07-18 09:45:00,"NO3NO2N","T",0.455,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","04-MUDG_T72-0.3","Y","04-MUDG-T72-071819-W","R1906688","Nitrogen, ammonia (As N)",2019-07-18 09:45:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error",2020-05-11
"Habitat","04-MUDG_T72-0.3","Y","04-MUDG-T72-071819-W","R1906688","NITROGEN, NITRATE (AS N)",2019-07-18 09:45:00,"14797-55-8","T",0.455,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","04-MUDG_T72-0.3","Y","04-MUDG-T72-071819-W","R1906688","NITROGEN, NITRITE",2019-07-18 09:45:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","04-MUDG_T72-0.3","Y","04-MUDG-T72-071819-W","R1906688","PHOSPHORUS, TOTAL (AS P)",2019-07-18 09:45:00,"7723-14-0","T",0.118,"mg/l",0.018,"mg/l",0.025,"","A","",2020-05-11
"Habitat","04-MUDG_T72-0.3","Y","04-MUDG-T72-071819-W","R1906688","TOTAL ORGANIC CARBON",2019-07-18 09:45:00,"TOC","T",3,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","04-MUDG_T72-0.3","Y","04-MUDG-T72-071819-W","R1906688","Total Suspended Solids",2019-07-18 09:45:00,"TSS","T",82.1,"mg/l",NA,"mg/l",1.1,"","A","",2020-05-11
"Habitat","04-MUDG_T72-0.3","Y","04-MUDG-T72-071819-W","R1906688","TURBIDITY",2019-07-18 09:45:00,"TURB","T",70.5,"ntu",0.06,"ntu",1,"","A","",2020-05-11
"Habitat","04-MUDG_T72-0.3","Y","04-MUDG-T72-071819-W","R1906688","Zinc",2019-07-18 09:45:00,"7440-66-6","T",10.8,"ug/l",2.5,"ug/l",5,"","A","",2020-05-11
"Habitat","04-SENP_T32-0.6","Y","04-SENP-T32-07182019-W","R1906688","ALKALINITY, TOTAL (AS CaCO3)",2019-07-18 08:20:00,"ALK","T",230,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","04-SENP_T32-0.6","Y","04-SENP-T32-07182019-W","R1906688","CHLORIDE (AS CL)",2019-07-18 08:20:00,"16887-00-6","T",38.2,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","04-SENP_T32-0.6","Y","04-SENP-T32-07182019-W","R1906688","Copper",2019-07-18 08:20:00,"7440-50-8","T",1.2,"ug/l",0.66,"ug/l",1,"","A","",2020-05-11
"Habitat","04-SENP_T32-0.6","Y","04-SENP-T32-07182019-W","R1906688","Lead",2019-07-18 08:20:00,"7439-92-1","T",0.9,"ug/l",0.57,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","04-SENP_T32-0.6","Y","04-SENP-T32-07182019-W","R1906688","Nitrate+Nitrite as Nitrogen",2019-07-18 08:20:00,"NO3NO2N","T",0.307,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","04-SENP_T32-0.6","Y","04-SENP-T32-07182019-W","R1906688","Nitrogen, ammonia (As N)",2019-07-18 08:20:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error",2020-05-11
"Habitat","04-SENP_T32-0.6","Y","04-SENP-T32-07182019-W","R1906688","NITROGEN, NITRATE (AS N)",2019-07-18 08:20:00,"14797-55-8","T",0.307,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","04-SENP_T32-0.6","Y","04-SENP-T32-07182019-W","R1906688","NITROGEN, NITRITE",2019-07-18 08:20:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","04-SENP_T32-0.6","Y","04-SENP-T32-07182019-W","R1906688","PHOSPHORUS, TOTAL (AS P)",2019-07-18 08:20:00,"7723-14-0","T",0.0304,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","04-SENP_T32-0.6","Y","04-SENP-T32-07182019-W","R1906688","TOTAL ORGANIC CARBON",2019-07-18 08:20:00,"TOC","T",2,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","04-SENP_T32-0.6","Y","04-SENP-T32-07182019-W","R1906688","Total Suspended Solids",2019-07-18 08:20:00,"TSS","T",4.2,"mg/l",NA,"mg/l",1,"","A","",2020-05-11
"Habitat","04-SENP_T32-0.6","Y","04-SENP-T32-07182019-W","R1906688","TURBIDITY",2019-07-18 08:20:00,"TURB","T",5.37,"ntu",0.06,"ntu",1,"","T","",2020-05-11
"Habitat","04-SENP_T32-0.6","Y","04-SENP-T32-07182019-W","R1906688","Zinc",2019-07-18 08:20:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","04-SPRN_T7-0.1","N","04-SPRN_T7-0.1-07172019-W","R1906688","ALKALINITY, TOTAL (AS CaCO3)",2019-07-17 15:15:00,"ALK","T",146,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","04-SPRN_T7-0.1","N","04-SPRN_T7-0.1-07172019-W","R1906688","CHLORIDE (AS CL)",2019-07-17 15:15:00,"16887-00-6","T",51.6,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","04-SPRN_T7-0.1","N","04-SPRN_T7-0.1-07172019-W","R1906688","Copper",2019-07-17 15:15:00,"7440-50-8","T",10.7,"ug/l",0.66,"ug/l",1,"","A","",2020-05-11
"Habitat","04-SPRN_T7-0.1","N","04-SPRN_T7-0.1-07172019-W","R1906688","Lead",2019-07-17 15:15:00,"7439-92-1","T",10.9,"ug/l",0.57,"ug/l",1,"","A","",2020-05-11
"Habitat","04-SPRN_T7-0.1","N","04-SPRN_T7-0.1-07172019-W","R1906688","Nitrate+Nitrite as Nitrogen",2019-07-17 15:15:00,"NO3NO2N","T",0.841,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","04-SPRN_T7-0.1","N","04-SPRN_T7-0.1-07172019-W","R1906688","Nitrogen, ammonia (As N)",2019-07-17 15:15:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error",2020-05-11
"Habitat","04-SPRN_T7-0.1","N","04-SPRN_T7-0.1-07172019-W","R1906688","NITROGEN, NITRATE (AS N)",2019-07-17 15:15:00,"14797-55-8","T",0.841,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","04-SPRN_T7-0.1","N","04-SPRN_T7-0.1-07172019-W","R1906688","NITROGEN, NITRITE",2019-07-17 15:15:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","04-SPRN_T7-0.1","N","04-SPRN_T7-0.1-07172019-W","R1906688","PHOSPHORUS, TOTAL (AS P)",2019-07-17 15:15:00,"7723-14-0","T",0.444,"mg/l",0.036,"mg/l",0.05,"","A","",2020-05-11
"Habitat","04-SPRN_T7-0.1","N","04-SPRN_T7-0.1-07172019-W","R1906688","TOTAL ORGANIC CARBON",2019-07-17 15:15:00,"TOC","T",4.9,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","04-SPRN_T7-0.1","N","04-SPRN_T7-0.1-07172019-W","R1906688","Total Suspended Solids",2019-07-17 15:15:00,"TSS","T",493,"mg/l",NA,"mg/l",10,"","A","",2020-05-11
"Habitat","04-SPRN_T7-0.1","N","04-SPRN_T7-0.1-07172019-W","R1906688","TURBIDITY",2019-07-17 15:15:00,"TURB","T",323,"ntu",0.06,"ntu",1,"","A","",2020-05-11
"Habitat","04-SPRN_T7-0.1","N","04-SPRN_T7-0.1-07172019-W","R1906688","Zinc",2019-07-17 15:15:00,"7440-66-6","T",43.8,"ug/l",2.5,"ug/l",5,"","A","",2020-05-11
"Habitat","05-BULK-1.8","N","05-BULK-1.8-07162019-W","R1906688","ALKALINITY, TOTAL (AS CaCO3)",2019-07-16 13:45:00,"ALK","T",114,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","05-BULK-1.8","N","05-BULK-1.8-07162019-W","R1906688","CHLORIDE (AS CL)",2019-07-16 13:45:00,"16887-00-6","T",14.5,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","05-BULK-1.8","N","05-BULK-1.8-07162019-W","R1906688","Copper",2019-07-16 13:45:00,"7440-50-8","T",1.2,"ug/l",0.66,"ug/l",1,"","A","",2020-05-11
"Habitat","05-BULK-1.8","N","05-BULK-1.8-07162019-W","R1906688","Lead",2019-07-16 13:45:00,"7439-92-1","T",0.83,"ug/l",0.57,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","05-BULK-1.8","N","05-BULK-1.8-07162019-W","R1906688","Nitrate+Nitrite as Nitrogen",2019-07-16 13:45:00,"NO3NO2N","T",0.0908,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","05-BULK-1.8","N","05-BULK-1.8-07162019-W","R1906688","Nitrogen, ammonia (As N)",2019-07-16 13:45:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-BULK-1.8","N","05-BULK-1.8-07162019-W","R1906688","NITROGEN, NITRATE (AS N)",2019-07-16 13:45:00,"14797-55-8","T",0.091,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","05-BULK-1.8","N","05-BULK-1.8-07162019-W","R1906688","NITROGEN, NITRITE",2019-07-16 13:45:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-BULK-1.8","N","05-BULK-1.8-07162019-W","R1906688","PHOSPHORUS, TOTAL (AS P)",2019-07-16 13:45:00,"7723-14-0","T",0.008,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","05-BULK-1.8","N","05-BULK-1.8-07162019-W","R1906688","TOTAL ORGANIC CARBON",2019-07-16 13:45:00,"TOC","T",1.9,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","05-BULK-1.8","N","05-BULK-1.8-07162019-W","R1906688","Total Suspended Solids",2019-07-16 13:45:00,"TSS","T",NA,"mg/l",NA,"mg/l",1,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-BULK-1.8","N","05-BULK-1.8-07162019-W","R1906688","TURBIDITY",2019-07-16 13:45:00,"TURB","T",1.11,"ntu",0.06,"ntu",1,"","A","",2020-05-11
"Habitat","05-BULK-1.8","N","05-BULK-1.8-07162019-W","R1906688","Zinc",2019-07-16 13:45:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-BWIN_T7_T2-0.4","Y","05-BWIN-T7-07162019-W","R1906688","ALKALINITY, TOTAL (AS CaCO3)",2019-07-16 16:45:00,"ALK","T",53.2,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","05-BWIN_T7_T2-0.4","Y","05-BWIN-T7-07162019-W","R1906688","CHLORIDE (AS CL)",2019-07-16 16:45:00,"16887-00-6","T",9,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","05-BWIN_T7_T2-0.4","Y","05-BWIN-T7-07162019-W","R1906688","Copper",2019-07-16 16:45:00,"7440-50-8","T",1.1,"ug/l",0.66,"ug/l",1,"","A","",2020-05-11
"Habitat","05-BWIN_T7_T2-0.4","Y","05-BWIN-T7-07162019-W","R1906688","Lead",2019-07-16 16:45:00,"7439-92-1","T",0.88,"ug/l",0.57,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","05-BWIN_T7_T2-0.4","Y","05-BWIN-T7-07162019-W","R1906688","Nitrate+Nitrite as Nitrogen",2019-07-16 16:45:00,"NO3NO2N","T",0.551,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","05-BWIN_T7_T2-0.4","Y","05-BWIN-T7-07162019-W","R1906688","Nitrogen, ammonia (As N)",2019-07-16 16:45:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-BWIN_T7_T2-0.4","Y","05-BWIN-T7-07162019-W","R1906688","NITROGEN, NITRATE (AS N)",2019-07-16 16:45:00,"14797-55-8","T",0.551,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","05-BWIN_T7_T2-0.4","Y","05-BWIN-T7-07162019-W","R1906688","NITROGEN, NITRITE",2019-07-16 16:45:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-BWIN_T7_T2-0.4","Y","05-BWIN-T7-07162019-W","R1906688","PHOSPHORUS, TOTAL (AS P)",2019-07-16 16:45:00,"7723-14-0","T",0.01,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","05-BWIN_T7_T2-0.4","Y","05-BWIN-T7-07162019-W","R1906688","TOTAL ORGANIC CARBON",2019-07-16 16:45:00,"TOC","T",2.2,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","05-BWIN_T7_T2-0.4","Y","05-BWIN-T7-07162019-W","R1906688","Total Suspended Solids",2019-07-16 16:45:00,"TSS","T",3.7,"mg/l",NA,"mg/l",1.1,"","A","",2020-05-11
"Habitat","05-BWIN_T7_T2-0.4","Y","05-BWIN-T7-07162019-W","R1906688","TURBIDITY",2019-07-16 16:45:00,"TURB","T",7.21,"ntu",0.06,"ntu",1,"","A","",2020-05-11
"Habitat","05-BWIN_T7_T2-0.4","Y","05-BWIN-T7-07162019-W","R1906688","Zinc",2019-07-16 16:45:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-CATH_T9_3a-0.5","Y","05-CATH_T9_3A-0.5-07162019-W","R1906688","ALKALINITY, TOTAL (AS CaCO3)",2019-07-16 12:00:00,"ALK","T",178,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","05-CATH_T9_3a-0.5","Y","05-CATH_T9_3A-0.5-07162019-W","R1906688","CHLORIDE (AS CL)",2019-07-16 12:00:00,"16887-00-6","T",21,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","05-CATH_T9_3a-0.5","Y","05-CATH_T9_3A-0.5-07162019-W","R1906688","Copper",2019-07-16 12:00:00,"7440-50-8","T",1.8,"ug/l",0.66,"ug/l",1,"","A","",2020-05-11
"Habitat","05-CATH_T9_3a-0.5","Y","05-CATH_T9_3A-0.5-07162019-W","R1906688","Lead",2019-07-16 12:00:00,"7439-92-1","T",1.3,"ug/l",0.57,"ug/l",1,"","A","",2020-05-11
"Habitat","05-CATH_T9_3a-0.5","Y","05-CATH_T9_3A-0.5-07162019-W","R1906688","Nitrate+Nitrite as Nitrogen",2019-07-16 12:00:00,"NO3NO2N","T",1.23,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","05-CATH_T9_3a-0.5","Y","05-CATH_T9_3A-0.5-07162019-W","R1906688","Nitrogen, ammonia (As N)",2019-07-16 12:00:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-CATH_T9_3a-0.5","Y","05-CATH_T9_3A-0.5-07162019-W","R1906688","NITROGEN, NITRATE (AS N)",2019-07-16 12:00:00,"14797-55-8","T",1.23,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","05-CATH_T9_3a-0.5","Y","05-CATH_T9_3A-0.5-07162019-W","R1906688","NITROGEN, NITRITE",2019-07-16 12:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-CATH_T9_3a-0.5","Y","05-CATH_T9_3A-0.5-07162019-W","R1906688","PHOSPHORUS, TOTAL (AS P)",2019-07-16 12:00:00,"7723-14-0","T",0.0573,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","05-CATH_T9_3a-0.5","Y","05-CATH_T9_3A-0.5-07162019-W","R1906688","TOTAL ORGANIC CARBON",2019-07-16 12:00:00,"TOC","T",3.1,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","05-CATH_T9_3a-0.5","Y","05-CATH_T9_3A-0.5-07162019-W","R1906688","Total Suspended Solids",2019-07-16 12:00:00,"TSS","T",20.5,"mg/l",NA,"mg/l",1,"","A","",2020-05-11
"Habitat","05-CATH_T9_3a-0.5","Y","05-CATH_T9_3A-0.5-07162019-W","R1906688","TURBIDITY",2019-07-16 12:00:00,"TURB","T",12.6,"ntu",0.06,"ntu",1,"","A","",2020-05-11
