"project_name","SITE_ID","SITE_ID_CORR_IND","sys_sample_code","sample_delivery_group","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","lab_anl_method_name","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103465","mercury",2021-04-14 12:30:00,"7439-97-6","T",1.4,"ng/l","E1631E",0.3,"ng/l",1,"","R","Accuracy error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","nickel",2021-04-14 12:30:00,"7440-02-0","D",0.55,"ug/l","E200.8",0.26,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","nitrate+nitrite as nitrogen",2021-04-14 12:30:00,"NO3NO2N","T",0.648,"mg/l","E353.2",0.0015,"mg/l",0.002,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","nitrogen",2021-04-14 12:30:00,"7727-37-9","T",0.75,"mg/l","Calculation",NA,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","nitrogen, ammonia (as n)",2021-04-14 12:30:00,"7664-41-7","T",NA,"mg/l","E350.1",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","nitrogen, kjeldahl, total",2021-04-14 12:30:00,"KN","T",0.1,"mg/l","E351.2",0.1,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","nitrogen, nitrate (as n)",2021-04-14 12:30:00,"14797-55-8","T",0.648,"mg/l","Calculation",NA,"mg/l",0.01,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","nitrogen, nitrite",2021-04-14 12:30:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","orthophosphate as phosphorus, dissolved",2021-04-14 12:30:00,"PDORTHO","D",NA,"mg/l","E365.1",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","phosphorus, total (as p)",2021-04-14 12:30:00,"7723-14-0","T",0.0127,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","potassium",2021-04-14 12:30:00,"7440-09-7","T",955,"ug/l","E200.7",180,"ug/l",2000,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","silver",2021-04-14 12:30:00,"7440-22-4","T",NA,"ug/l","E200.8",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","sodium",2021-04-14 12:30:00,"7440-23-5","T",11300,"ug/l","E200.7",100,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","sulfate (as so4)",2021-04-14 12:30:00,"14808-79-8","T",8.74,"mg/l","E300.0",0.04,"mg/l",0.2,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","total dissolved solids (residue, filterable)",2021-04-14 12:30:00,"TDS","T",141,"mg/l","SM2540C",9,"mg/l",10,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","turbidity",2021-04-14 12:30:00,"TURB","T",5,"ntu","E180.1",0.06,"ntu",1,"","R","Precision error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-04142021-W","R2103464","zinc",2021-04-14 12:30:00,"7440-66-6","D",NA,"ug/l","E200.8",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","alkalinity, total (as caco3)",2021-06-16 13:00:00,"ALK","T",92.2,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","aluminum",2021-06-16 13:00:00,"7429-90-5","D",16.5,"ug/l","E200.8",7.6,"ug/l",10,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","arsenic",2021-06-16 13:00:00,"7440-38-2","T",0.7,"ug/l","E200.8",0.32,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","cadmium",2021-06-16 13:00:00,"7440-43-9","D",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","calcium",2021-06-16 13:00:00,"7440-70-2","T",36700,"ug/l","E200.7",110,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","carbon, dissolved organic (doc)",2021-06-16 13:00:00,"DOC","D",2.8,"mg/l","SM5310C",0.5,"mg/l",1,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","chloride (as cl)",2021-06-16 13:00:00,"16887-00-6","T",19.9,"mg/l","E300.0",0.5,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","chlorophyll a",2021-06-16 13:00:00,"479-61-8","T",3.27,"ug/l","SM10200H",NA,"ug/l",0.16,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","copper",2021-06-16 13:00:00,"7440-50-8","D",0.9,"ug/l","E200.8",0.66,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","fluoride, undistilled",2021-06-16 13:00:00,"16984-48-8","T",NA,"mg/l","E300.0",0.01,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","hardness (as caco3)",2021-06-16 13:00:00,"HARD","T",107,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","iron",2021-06-16 13:00:00,"7439-89-6","T",342,"ug/l","E200.7",20,"ug/l",100,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","lead",2021-06-16 13:00:00,"7439-92-1","D",NA,"ug/l","E200.8",0.19,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","magnesium",2021-06-16 13:00:00,"7439-95-4","T",3670,"ug/l","E200.7",68,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","manganese",2021-06-16 13:00:00,"7439-96-5","T",43.2,"ug/l","E200.7",1.7,"ug/l",10,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","nickel",2021-06-16 13:00:00,"7440-02-0","D",0.54,"ug/l","E200.8",0.46,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","nitrate+nitrite as nitrogen",2021-06-16 13:00:00,"NO3NO2N","T",0.552,"mg/l","E353.2",0.0015,"mg/l",0.002,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","nitrogen",2021-06-16 13:00:00,"7727-37-9","T",0.93,"mg/l","Calculation",NA,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","nitrogen, ammonia (as n)",2021-06-16 13:00:00,"7664-41-7","T",0.02,"mg/l","E350.1",0.003,"mg/l",0.01,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","nitrogen, kjeldahl, total",2021-06-16 13:00:00,"KN","T",0.38,"mg/l","E351.2",0.1,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","nitrogen, nitrate (as n)",2021-06-16 13:00:00,"14797-55-8","T",0.552,"mg/l","Calculation",NA,"mg/l",0.01,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","nitrogen, nitrite",2021-06-16 13:00:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","orthophosphate as phosphorus, dissolved",2021-06-16 13:00:00,"PDORTHO","D",NA,"mg/l","E365.1",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","phosphorus, total (as p)",2021-06-16 13:00:00,"7723-14-0","T",0.0207,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","potassium",2021-06-16 13:00:00,"7440-09-7","T",998,"ug/l","E200.7",180,"ug/l",2000,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","silver",2021-06-16 13:00:00,"7440-22-4","T",NA,"ug/l","E200.8",0.042,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","sodium",2021-06-16 13:00:00,"7440-23-5","T",13600,"ug/l","E200.7",100,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","sulfate (as so4)",2021-06-16 13:00:00,"14808-79-8","T",9.38,"mg/l","E300.0",0.04,"mg/l",0.2,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","total dissolved solids (residue, filterable)",2021-06-16 13:00:00,"TDS","T",151,"mg/l","SM2540C",9,"mg/l",10,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","turbidity",2021-06-16 13:00:00,"TURB","T",7.5,"ntu","E180.1",0.06,"ntu",1,"","R","Precision error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-06162021-W","R2105908","zinc",2021-06-16 13:00:00,"7440-66-6","D",NA,"ug/l","E200.8",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","alkalinity, total (as caco3)",2021-08-17 14:00:00,"ALK","T",107,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","aluminum",2021-08-17 14:00:00,"7429-90-5","T",19.7,"ug/l","E200.8",7.6,"ug/l",10,"","R","Accuracy error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","arsenic",2021-08-17 14:00:00,"7440-38-2","T",0.52,"ug/l","E200.8",0.32,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","cadmium",2021-08-17 14:00:00,"7440-43-9","D",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","calcium",2021-08-17 14:00:00,"7440-70-2","T",39600,"ug/l","E200.7",110,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","carbon, dissolved organic (doc)",2021-08-17 14:00:00,"DOC","D",2.6,"mg/l","SM5310C",0.5,"mg/l",1,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","chloride (as cl)",2021-08-17 14:00:00,"16887-00-6","T",24.2,"mg/l","E300.0",0.5,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","chlorophyll a",2021-08-17 14:00:00,"479-61-8","T",6.52,"ug/l","SM10200H",NA,"ug/l",0.16,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","copper",2021-08-17 14:00:00,"7440-50-8","D",1,"ug/l","E200.8",0.66,"ug/l",1,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","fluoride, undistilled",2021-08-17 14:00:00,"16984-48-8","T",NA,"mg/l","E300.0",0.01,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","hardness (as caco3)",2021-08-17 14:00:00,"HARD","T",117,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","iron",2021-08-17 14:00:00,"7439-89-6","T",196,"ug/l","E200.7",20,"ug/l",100,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","lead",2021-08-17 14:00:00,"7439-92-1","D",NA,"ug/l","E200.8",0.19,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","magnesium",2021-08-17 14:00:00,"7439-95-4","T",4440,"ug/l","E200.7",68,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","manganese",2021-08-17 14:00:00,"7439-96-5","T",41.5,"ug/l","E200.7",1.7,"ug/l",10,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108314","mercury",2021-08-17 14:00:00,"7439-97-6","T",1,"ng/l","E1631E",0.3,"ng/l",1,"J","R","estimated value due to lab error ; Accuracy error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","nickel",2021-08-17 14:00:00,"7440-02-0","D",0.67,"ug/l","E200.8",0.46,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","nitrate+nitrite as nitrogen",2021-08-17 14:00:00,"NO3NO2N","T",0.573,"mg/l","E353.2",0.0015,"mg/l",0.002,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","nitrogen",2021-08-17 14:00:00,"7727-37-9","T",0.87,"mg/l","Calculation",NA,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","nitrogen, ammonia (as n)",2021-08-17 14:00:00,"7664-41-7","T",0.01,"mg/l","E350.1",0.003,"mg/l",0.01,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","nitrogen, kjeldahl, total",2021-08-17 14:00:00,"KN","T",0.3,"mg/l","E351.2",0.1,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","nitrogen, nitrate (as n)",2021-08-17 14:00:00,"14797-55-8","T",0.573,"mg/l","Calculation",NA,"mg/l",0.01,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","nitrogen, nitrite",2021-08-17 14:00:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","orthophosphate as phosphorus, dissolved",2021-08-17 14:00:00,"PDORTHO","D",NA,"mg/l","E365.1",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","phosphorus, total (as p)",2021-08-17 14:00:00,"7723-14-0","T",0.0138,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","potassium",2021-08-17 14:00:00,"7440-09-7","T",1300,"ug/l","E200.7",180,"ug/l",2000,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","silver",2021-08-17 14:00:00,"7440-22-4","T",NA,"ug/l","E200.8",0.042,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","sodium",2021-08-17 14:00:00,"7440-23-5","T",16100,"ug/l","E200.7",100,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","sulfate (as so4)",2021-08-17 14:00:00,"14808-79-8","T",13.1,"mg/l","E300.0",0.4,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","total dissolved solids (residue, filterable)",2021-08-17 14:00:00,"TDS","T",176,"mg/l","SM2540C",9,"mg/l",10,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","turbidity",2021-08-17 14:00:00,"TURB","T",4.4,"ntu","E180.1",0.06,"ntu",1,"","R","Precision error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-08172021-W","R2108313","zinc",2021-08-17 14:00:00,"7440-66-6","D",NA,"ug/l","E200.8",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","alkalinity, total (as caco3)",2021-10-20 12:00:00,"ALK","T",80.5,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","aluminum",2021-10-20 12:00:00,"7429-90-5","D",15.5,"ug/l","E200.8",7.6,"ug/l",10,"N","R","lab error ; Accuracy error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","arsenic",2021-10-20 12:00:00,"7440-38-2","T",0.78,"ug/l","E200.8",0.32,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","cadmium",2021-10-20 12:00:00,"7440-43-9","D",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","calcium",2021-10-20 12:00:00,"7440-70-2","T",29000,"ug/l","E200.7",110,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","carbon, dissolved organic (doc)",2021-10-20 12:00:00,"DOC","D",4.1,"mg/l","SM5310C",0.5,"mg/l",1,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","chloride (as cl)",2021-10-20 12:00:00,"16887-00-6","T",8.9,"mg/l","E300.0",0.5,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","chlorophyll a",2021-10-20 12:00:00,"479-61-8","T",1.04,"ug/l","SM10200H",NA,"ug/l",0.053,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","copper",2021-10-20 12:00:00,"7440-50-8","D",0.9,"ug/l","E200.8",0.66,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","fluoride, undistilled",2021-10-20 12:00:00,"16984-48-8","T",NA,"mg/l","E300.0",0.01,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","hardness (as caco3)",2021-10-20 12:00:00,"HARD","T",83.3,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","iron",2021-10-20 12:00:00,"7439-89-6","T",650,"ug/l","E200.7",20,"ug/l",100,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","lead",2021-10-20 12:00:00,"7439-92-1","D",NA,"ug/l","E200.8",0.19,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","magnesium",2021-10-20 12:00:00,"7439-95-4","T",2670,"ug/l","E200.7",68,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","manganese",2021-10-20 12:00:00,"7439-96-5","T",42.1,"ug/l","E200.7",1.7,"ug/l",10,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110918","mercury",2021-10-20 12:00:00,"7439-97-6","T",2.4,"ng/l","E1631E",0.3,"ng/l",1,"","R","Accuracy error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","nickel",2021-10-20 12:00:00,"7440-02-0","D",0.65,"ug/l","E200.8",0.46,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","nitrate+nitrite as nitrogen",2021-10-20 12:00:00,"NO3NO2N","T",0.507,"mg/l","E353.2",0.0015,"mg/l",0.002,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","nitrogen",2021-10-20 12:00:00,"7727-37-9","T",0.84,"mg/l","Calculation",NA,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R4","06-DILA-5.4","N","06-DILA-5.4-10202021-W","R2110917","nitrogen, ammonia (as n)",2021-10-20 12:00:00,"7664-41-7","T",0.013,"mg/l","E350.1",0.003,"mg/l",0.01,"","A","",2022-02-17
