"project_name","SITE_ID","SITE_ID_CORR_IND","sys_sample_code","sample_delivery_group","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","lab_anl_method_name","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"PWS","04-OATK-53.0","N","04-OATK-53.0-05272021-W","R2105176","phosphorus, total (as p)",2021-05-27 11:45:00,"7723-14-0","T",0.0193,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-05272021-W","R2105176","potassium",2021-05-27 11:45:00,"7440-09-7","T",1850,"ug/l","E200.7",180,"ug/l",2000,"J","J","estimated value due to lab error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-05272021-W","R2105176","silver",2021-05-27 11:45:00,"7440-22-4","T",NA,"ug/l","E200.8",0.042,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-05272021-W","R2105176","sodium",2021-05-27 11:45:00,"7440-23-5","T",18300,"ug/l","E200.7",100,"ug/l",1000,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-05272021-W","R2105176","sulfate (as so4)",2021-05-27 11:45:00,"14808-79-8","T",31.7,"mg/l","E300.0",0.4,"mg/l",2,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-05272021-W","R2105176","total dissolved solids (residue, filterable)",2021-05-27 11:45:00,"TDS","T",282,"mg/l","SM2540C",9,"mg/l",10,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-05272021-W","R2105176","turbidity",2021-05-27 11:45:00,"TURB","T",5.1,"ntu","E180.1",0.06,"ntu",1,"","R","Precision error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-05272021-W","R2105176","zinc",2021-05-27 11:45:00,"7440-66-6","T",NA,"ug/l","E200.8",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","alkalinity, total (as caco3)",2021-07-01 10:45:00,"ALK","T",171,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","aluminum",2021-07-01 10:45:00,"7429-90-5","T",NA,"ug/l","E200.8",7.6,"ug/l",10,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","arsenic",2021-07-01 10:45:00,"7440-38-2","T",0.8,"ug/l","E200.8",0.32,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","cadmium",2021-07-01 10:45:00,"7440-43-9","T",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","calcium",2021-07-01 10:45:00,"7440-70-2","T",65600,"ug/l","E200.7",110,"ug/l",1000,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","carbon, dissolved organic (doc)",2021-07-01 10:45:00,"DOC","D",3.2,"mg/l","SM5310C",0.5,"mg/l",1,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","chloride (as cl)",2021-07-01 10:45:00,"16887-00-6","T",33.4,"mg/l","E300.0",0.5,"mg/l",2,"","R","Accuracy error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","chlorophyll a",2021-07-01 10:45:00,"479-61-8","T",2.25,"ug/l","SM10200H",NA,"ug/l",0.17,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","copper",2021-07-01 10:45:00,"7440-50-8","T",0.99,"ug/l","E200.8",0.66,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","fluoride, undistilled",2021-07-01 10:45:00,"16984-48-8","T",NA,"mg/l","E300.0",0.01,"mg/l",0.1,"U","R","Analyte was analyzed for but not detected ; Accuracy error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","hardness (as caco3)",2021-07-01 10:45:00,"HARD","T",218,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","iron",2021-07-01 10:45:00,"7439-89-6","T",210,"ug/l","E200.7",20,"ug/l",100,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","lead",2021-07-01 10:45:00,"7439-92-1","T",NA,"ug/l","E200.8",0.19,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","magnesium",2021-07-01 10:45:00,"7439-95-4","T",13100,"ug/l","E200.7",68,"ug/l",1000,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","manganese",2021-07-01 10:45:00,"7439-96-5","T",36,"ug/l","E200.7",1.7,"ug/l",10,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106525","mercury",2021-07-01 10:45:00,"7439-97-6","T",0.8,"ng/l","E1631E",0.3,"ng/l",1,"J","J","estimated value due to lab error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","nickel",2021-07-01 10:45:00,"7440-02-0","T",0.88,"ug/l","E200.8",0.46,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","nitrate+nitrite as nitrogen",2021-07-01 10:45:00,"NO3NO2N","T",1.24,"mg/l","E353.2",0.0015,"mg/l",0.002,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","nitrogen",2021-07-01 10:45:00,"7727-37-9","T",1.63,"mg/l","Calculation",NA,"mg/l",0.1,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","nitrogen, ammonia (as n)",2021-07-01 10:45:00,"7664-41-7","T",0.019,"mg/l","E350.1",0.003,"mg/l",0.01,"","R","Equipment Blank error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","nitrogen, kjeldahl, total",2021-07-01 10:45:00,"KN","T",0.39,"mg/l","E351.2",0.1,"mg/l",0.1,"","T","low confidence in value due to Equipment Blank error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","nitrogen, nitrate (as n)",2021-07-01 10:45:00,"14797-55-8","T",1.24,"mg/l","Calculation",NA,"mg/l",0.01,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","nitrogen, nitrite",2021-07-01 10:45:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","orthophosphate as phosphorus, dissolved",2021-07-01 10:45:00,"PDORTHO","D",0.0104,"mg/l","E365.1",0.0049,"mg/l",0.005,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","phosphorus, total (as p)",2021-07-01 10:45:00,"7723-14-0","T",0.0231,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","potassium",2021-07-01 10:45:00,"7440-09-7","T",2160,"ug/l","E200.7",180,"ug/l",2000,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","silver",2021-07-01 10:45:00,"7440-22-4","T",NA,"ug/l","E200.8",0.042,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","sodium",2021-07-01 10:45:00,"7440-23-5","T",16900,"ug/l","E200.7",100,"ug/l",1000,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","sulfate (as so4)",2021-07-01 10:45:00,"14808-79-8","T",29.3,"mg/l","E300.0",0.4,"mg/l",2,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","total dissolved solids (residue, filterable)",2021-07-01 10:45:00,"TDS","T",281,"mg/l","SM2540C",9,"mg/l",10,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","turbidity",2021-07-01 10:45:00,"TURB","T",3.2,"ntu","E180.1",0.06,"ntu",1,"","R","Precision error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-07012021-W","R2106524","zinc",2021-07-01 10:45:00,"7440-66-6","T",NA,"ug/l","E200.8",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","alkalinity, total (as caco3)",2021-09-22 10:30:00,"ALK","T",184,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","aluminum",2021-09-22 10:30:00,"7429-90-5","D",11.2,"ug/l","E200.8",7.6,"ug/l",10,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","arsenic",2021-09-22 10:30:00,"7440-38-2","T",0.55,"ug/l","E200.8",0.32,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","cadmium",2021-09-22 10:30:00,"7440-43-9","D",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","calcium",2021-09-22 10:30:00,"7440-70-2","T",65500,"ug/l","E200.7",110,"ug/l",1000,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","carbon, dissolved organic (doc)",2021-09-22 10:30:00,"DOC","D",3.5,"mg/l","SM5310C",0.5,"mg/l",1,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","chloride (as cl)",2021-09-22 10:30:00,"16887-00-6","T",35.8,"mg/l","E300.0",0.5,"mg/l",2,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","chlorophyll a",2021-09-22 10:30:00,"479-61-8","T",1.59,"ug/l","SM10200H",NA,"ug/l",0.15,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","copper",2021-09-22 10:30:00,"7440-50-8","D",1.1,"ug/l","E200.8",0.66,"ug/l",1,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","fluoride, undistilled",2021-09-22 10:30:00,"16984-48-8","T",NA,"mg/l","E300.0",0.01,"mg/l",0.1,"U","R","Analyte was analyzed for but not detected ; Accuracy error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","hardness (as caco3)",2021-09-22 10:30:00,"HARD","T",218,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","iron",2021-09-22 10:30:00,"7439-89-6","T",125,"ug/l","E200.7",20,"ug/l",100,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","lead",2021-09-22 10:30:00,"7439-92-1","D",NA,"ug/l","E200.8",0.19,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","magnesium",2021-09-22 10:30:00,"7439-95-4","T",13200,"ug/l","E200.7",68,"ug/l",1000,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","manganese",2021-09-22 10:30:00,"7439-96-5","T",18.4,"ug/l","E200.7",1.7,"ug/l",10,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109839","mercury",2021-09-22 10:30:00,"7439-97-6","T",0.6,"ng/l","E1631E",0.3,"ng/l",1,"J","J","estimated value due to lab error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","nickel",2021-09-22 10:30:00,"7440-02-0","D",0.71,"ug/l","E200.8",0.46,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","nitrate+nitrite as nitrogen",2021-09-22 10:30:00,"NO3NO2N","T",1.18,"mg/l","E353.2",0.0015,"mg/l",0.002,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","nitrogen",2021-09-22 10:30:00,"7727-37-9","T",1.55,"mg/l","Calculation",NA,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","nitrogen, ammonia (as n)",2021-09-22 10:30:00,"7664-41-7","T",NA,"mg/l","E350.1",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","nitrogen, kjeldahl, total",2021-09-22 10:30:00,"KN","T",0.36,"mg/l","E351.2",0.1,"mg/l",0.1,"","R","Equipment Blank error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","nitrogen, nitrate (as n)",2021-09-22 10:30:00,"14797-55-8","T",1.18,"mg/l","Calculation",NA,"mg/l",0.01,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","nitrogen, nitrite",2021-09-22 10:30:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","orthophosphate as phosphorus, dissolved",2021-09-22 10:30:00,"PDORTHO","D",0.0055,"mg/l","E365.1",0.0049,"mg/l",0.005,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","phosphorus, total (as p)",2021-09-22 10:30:00,"7723-14-0","T",0.0151,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","potassium",2021-09-22 10:30:00,"7440-09-7","T",2120,"ug/l","E200.7",180,"ug/l",2000,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","silver",2021-09-22 10:30:00,"7440-22-4","T",NA,"ug/l","E200.8",0.042,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","sodium",2021-09-22 10:30:00,"7440-23-5","T",19700,"ug/l","E200.7",100,"ug/l",1000,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","sulfate (as so4)",2021-09-22 10:30:00,"14808-79-8","T",28.8,"mg/l","E300.0",0.4,"mg/l",2,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","total dissolved solids (residue, filterable)",2021-09-22 10:30:00,"TDS","T",NA,"mg/l","SM2540C",9,"mg/l",10,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","turbidity",2021-09-22 10:30:00,"TURB","T",3.2,"ntu","E180.1",0.06,"ntu",1,"","R","Precision error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-09222021-W","R2109838","zinc",2021-09-22 10:30:00,"7440-66-6","D",2.8,"ug/l","E200.8",2.5,"ug/l",5,"J","J","estimated value due to lab error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","alkalinity, total (as caco3)",2021-10-05 10:00:00,"ALK","T",128,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","aluminum",2021-10-05 10:00:00,"7429-90-5","T",196,"ug/l","E200.8",38,"ug/l",50,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","arsenic",2021-10-05 10:00:00,"7440-38-2","T",0.78,"ug/l","E200.8",0.32,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","cadmium",2021-10-05 10:00:00,"7440-43-9","T",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","calcium",2021-10-05 10:00:00,"7440-70-2","T",46800,"ug/l","E200.7",110,"ug/l",1000,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","carbon, dissolved organic (doc)",2021-10-05 10:00:00,"DOC","D",9.1,"mg/l","SM5310C",0.5,"mg/l",1,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","chloride (as cl)",2021-10-05 10:00:00,"16887-00-6","T",23.8,"mg/l","E300.0",0.5,"mg/l",2,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","chlorophyll a",2021-10-05 10:00:00,"479-61-8","T",1.89,"ug/l","SM10200H",NA,"ug/l",0.053,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","copper",2021-10-05 10:00:00,"7440-50-8","T",2.7,"ug/l","E200.8",0.66,"ug/l",1,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","fluoride, undistilled",2021-10-05 10:00:00,"16984-48-8","T",NA,"mg/l","E300.0",0.01,"mg/l",0.1,"U","R","Analyte was analyzed for but not detected ; Accuracy error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","hardness (as caco3)",2021-10-05 10:00:00,"HARD","T",154,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","iron",2021-10-05 10:00:00,"7439-89-6","T",1110,"ug/l","E200.7",20,"ug/l",100,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","lead",2021-10-05 10:00:00,"7439-92-1","T",0.31,"ug/l","E200.8",0.19,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","magnesium",2021-10-05 10:00:00,"7439-95-4","T",8930,"ug/l","E200.7",68,"ug/l",1000,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","manganese",2021-10-05 10:00:00,"7439-96-5","T",96.9,"ug/l","E200.7",1.7,"ug/l",10,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110358","mercury",2021-10-05 10:00:00,"7439-97-6","T",6,"ng/l","E1631E",0.3,"ng/l",1,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","nickel",2021-10-05 10:00:00,"7440-02-0","T",1.2,"ug/l","E200.8",0.46,"ug/l",1,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","nitrate+nitrite as nitrogen",2021-10-05 10:00:00,"NO3NO2N","T",1.95,"mg/l","E353.2",0.008,"mg/l",0.01,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","nitrogen",2021-10-05 10:00:00,"7727-37-9","T",2.95,"mg/l","Calculation",NA,"mg/l",0.1,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","nitrogen, ammonia (as n)",2021-10-05 10:00:00,"7664-41-7","T",0.02,"mg/l","E350.1",0.003,"mg/l",0.01,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","nitrogen, kjeldahl, total",2021-10-05 10:00:00,"KN","T",1.01,"mg/l","E351.2",0.1,"mg/l",0.1,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","nitrogen, nitrate (as n)",2021-10-05 10:00:00,"14797-55-8","T",1.95,"mg/l","Calculation",NA,"mg/l",0.01,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","nitrogen, nitrite",2021-10-05 10:00:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","orthophosphate as phosphorus, dissolved",2021-10-05 10:00:00,"PDORTHO","D",0.0495,"mg/l","E365.1",0.0049,"mg/l",0.005,"","A","",2022-02-17
"PWS","04-OATK-53.0","N","04-OATK-53.0-10052021-W","R2110357","phosphorus, total (as p)",2021-10-05 10:00:00,"7723-14-0","T",0.137,"mg/l","E365.1",0.018,"mg/l",0.025,"","A","",2022-02-17
