"project_name","SITE_ID","SITE_ID_CORR_IND","sys_sample_code","sample_delivery_group","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","lab_anl_method_name","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","hardness (as caco3)",2021-04-12 11:00:00,"HARD","T",42.8,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","iron",2021-04-12 11:00:00,"7439-89-6","T",361,"ug/l","E200.7",20,"ug/l",100,"","R","Precision error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","lead",2021-04-12 11:00:00,"7439-92-1","D",NA,"ug/l","E200.8",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","magnesium",2021-04-12 11:00:00,"7439-95-4","T",4000,"ug/l","E200.7",68,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","manganese",2021-04-12 11:00:00,"7439-96-5","T",179,"ug/l","E200.7",1.7,"ug/l",10,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103475","mercury",2021-04-12 11:00:00,"7439-97-6","T",1.1,"ng/l","E1631E",0.3,"ng/l",1,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","nickel",2021-04-12 11:00:00,"7440-02-0","D",0.43,"ug/l","E200.8",0.26,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","nitrate+nitrite as nitrogen",2021-04-12 11:00:00,"NO3NO2N","T",1.43,"mg/l","E353.2",0.0015,"mg/l",0.002,"","R","Accuracy error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","nitrogen",2021-04-12 11:00:00,"7727-37-9","T",1.73,"mg/l","Calculation",NA,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","nitrogen, ammonia (as n)",2021-04-12 11:00:00,"7664-41-7","T",0.048,"mg/l","E350.1",0.003,"mg/l",0.01,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","nitrogen, kjeldahl, total",2021-04-12 11:00:00,"KN","T",0.3,"mg/l","E351.2",0.1,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","nitrogen, nitrate (as n)",2021-04-12 11:00:00,"14797-55-8","T",1.43,"mg/l","Calculation",NA,"mg/l",0.01,"","R","calculated parameter_see components",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","nitrogen, nitrite",2021-04-12 11:00:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","orthophosphate as phosphorus, dissolved",2021-04-12 11:00:00,"PDORTHO","D",NA,"mg/l","E365.1",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","phosphorus, total (as p)",2021-04-12 11:00:00,"7723-14-0","T",0.015,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","potassium",2021-04-12 11:00:00,"7440-09-7","T",1260,"ug/l","E200.7",180,"ug/l",2000,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","silver",2021-04-12 11:00:00,"7440-22-4","T",NA,"ug/l","E200.8",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","sodium",2021-04-12 11:00:00,"7440-23-5","T",18800,"ug/l","E200.7",100,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","sulfate (as so4)",2021-04-12 11:00:00,"14808-79-8","T",12.6,"mg/l","E300.0",0.4,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","total dissolved solids (residue, filterable)",2021-04-12 11:00:00,"TDS","T",117,"mg/l","SM2540C",9,"mg/l",10,"","J","estimated value due to Equipment Blank error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","turbidity",2021-04-12 11:00:00,"TURB","T",7.6,"ntu","E180.1",0.06,"ntu",1,"","R","Precision error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-04122021-W","R2103474","zinc",2021-04-12 11:00:00,"7440-66-6","D",5,"ug/l","E200.8",2.5,"ug/l",5,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","alkalinity, total (as caco3)",2021-06-15 11:30:00,"ALK","T",26.7,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","aluminum",2021-06-15 11:30:00,"7429-90-5","D",NA,"ug/l","E200.8",7.6,"ug/l",10,"U","R","Analyte was analyzed for but not detected ; Precision error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","arsenic",2021-06-15 11:30:00,"7440-38-2","T",0.79,"ug/l","E200.8",0.32,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","cadmium",2021-06-15 11:30:00,"7440-43-9","D",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","calcium",2021-06-15 11:30:00,"7440-70-2","T",11400,"ug/l","E200.7",110,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","carbon, dissolved organic (doc)",2021-06-15 11:30:00,"DOC","D",2.4,"mg/l","SM5310C",0.5,"mg/l",1,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","chloride (as cl)",2021-06-15 11:30:00,"16887-00-6","T",193,"mg/l","E300.0",1.3,"mg/l",6,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","chlorophyll a",2021-06-15 11:30:00,"479-61-8","T",1.44,"ug/l","SM10200H",NA,"ug/l",0.038,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","copper",2021-06-15 11:30:00,"7440-50-8","D",0.72,"ug/l","E200.8",0.66,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","fluoride, undistilled",2021-06-15 11:30:00,"16984-48-8","T",0.16,"mg/l","E300.0",0.01,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","hardness (as caco3)",2021-06-15 11:30:00,"HARD","T",46,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","iron",2021-06-15 11:30:00,"7439-89-6","T",454,"ug/l","E200.7",20,"ug/l",100,"","R","Precision error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","lead",2021-06-15 11:30:00,"7439-92-1","D",NA,"ug/l","E200.8",0.19,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","magnesium",2021-06-15 11:30:00,"7439-95-4","T",4280,"ug/l","E200.7",68,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","manganese",2021-06-15 11:30:00,"7439-96-5","T",162,"ug/l","E200.7",1.7,"ug/l",10,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105982","mercury",2021-06-15 11:00:00,"7439-97-6","T",0.7,"ng/l","E1631E",0.3,"ng/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","nickel",2021-06-15 11:30:00,"7440-02-0","D",0.47,"ug/l","E200.8",0.46,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","nitrate+nitrite as nitrogen",2021-06-15 11:30:00,"NO3NO2N","T",1.2,"mg/l","E353.2",0.0015,"mg/l",0.002,"","R","Accuracy error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","nitrogen",2021-06-15 11:30:00,"7727-37-9","T",1.41,"mg/l","Calculation",NA,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","nitrogen, ammonia (as n)",2021-06-15 11:30:00,"7664-41-7","T",0.035,"mg/l","E350.1",0.003,"mg/l",0.01,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","nitrogen, kjeldahl, total",2021-06-15 11:30:00,"KN","T",0.21,"mg/l","E351.2",0.1,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","nitrogen, nitrate (as n)",2021-06-15 11:30:00,"14797-55-8","T",1.2,"mg/l","Calculation",NA,"mg/l",0.01,"","R","calculated parameter_see components",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","nitrogen, nitrite",2021-06-15 11:30:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","orthophosphate as phosphorus, dissolved",2021-06-15 11:30:00,"PDORTHO","D",NA,"mg/l","E365.1",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","phosphorus, total (as p)",2021-06-15 11:30:00,"7723-14-0","T",0.0209,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","potassium",2021-06-15 11:30:00,"7440-09-7","T",1130,"ug/l","E200.7",180,"ug/l",2000,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","silver",2021-06-15 11:30:00,"7440-22-4","T",NA,"ug/l","E200.8",0.042,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","sodium",2021-06-15 11:30:00,"7440-23-5","T",22300,"ug/l","E200.7",100,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","sulfate (as so4)",2021-06-15 11:30:00,"14808-79-8","T",22,"mg/l","E300.0",0.4,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","total dissolved solids (residue, filterable)",2021-06-15 11:30:00,"TDS","T",447,"mg/l","SM2540C",9,"mg/l",10,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","turbidity",2021-06-15 11:30:00,"TURB","T",3.5,"ntu","E180.1",0.06,"ntu",1,"","R","Precision error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-06152021-W","R2105981","zinc",2021-06-15 11:30:00,"7440-66-6","D",11.4,"ug/l","E200.8",2.5,"ug/l",5,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","alkalinity, total (as caco3)",2021-08-17 11:00:00,"ALK","T",27,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","aluminum",2021-08-17 11:00:00,"7429-90-5","T",NA,"ug/l","E200.8",7.6,"ug/l",10,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","arsenic",2021-08-17 11:00:00,"7440-38-2","T",0.87,"ug/l","E200.8",0.32,"ug/l",1,"J","R","estimated value due to lab error ; Precision error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","cadmium",2021-08-17 11:00:00,"7440-43-9","D",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","calcium",2021-08-17 11:00:00,"7440-70-2","T",11300,"ug/l","E200.7",110,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","carbon, dissolved organic (doc)",2021-08-17 11:00:00,"DOC","D",2.6,"mg/l","SM5310C",0.5,"mg/l",1,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","chloride (as cl)",2021-08-17 11:00:00,"16887-00-6","T",34,"mg/l","E300.0",0.5,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","chlorophyll a",2021-08-17 11:00:00,"479-61-8","T",1.99,"ug/l","SM10200H",NA,"ug/l",0.15,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","copper",2021-08-17 11:00:00,"7440-50-8","D",0.76,"ug/l","E200.8",0.66,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","fluoride, undistilled",2021-08-17 11:00:00,"16984-48-8","T",NA,"mg/l","E300.0",0.01,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","hardness (as caco3)",2021-08-17 11:00:00,"HARD","T",46.1,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","iron",2021-08-17 11:00:00,"7439-89-6","T",509,"ug/l","E200.7",20,"ug/l",100,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","lead",2021-08-17 11:00:00,"7439-92-1","D",NA,"ug/l","E200.8",0.19,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","magnesium",2021-08-17 11:00:00,"7439-95-4","T",4300,"ug/l","E200.7",68,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","manganese",2021-08-17 11:00:00,"7439-96-5","T",159,"ug/l","E200.7",1.7,"ug/l",10,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108380","mercury",2021-08-17 11:00:00,"7439-97-6","T",0.5,"ng/l","E1631E",0.3,"ng/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","nickel",2021-08-17 11:00:00,"7440-02-0","D",NA,"ug/l","E200.8",0.46,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","nitrate+nitrite as nitrogen",2021-08-17 11:00:00,"NO3NO2N","T",1.23,"mg/l","E353.2",0.0015,"mg/l",0.002,"","R","Accuracy error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","nitrogen",2021-08-17 11:00:00,"7727-37-9","T",1.45,"mg/l","Calculation",NA,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","nitrogen, ammonia (as n)",2021-08-17 11:00:00,"7664-41-7","T",0.02,"mg/l","E350.1",0.003,"mg/l",0.01,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","nitrogen, kjeldahl, total",2021-08-17 11:00:00,"KN","T",0.21,"mg/l","E351.2",0.1,"mg/l",0.1,"","R","Equipment Blank error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","nitrogen, nitrate (as n)",2021-08-17 11:00:00,"14797-55-8","T",1.23,"mg/l","Calculation",NA,"mg/l",0.01,"","R","calculated parameter_see components",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","nitrogen, nitrite",2021-08-17 11:00:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","orthophosphate as phosphorus, dissolved",2021-08-17 11:00:00,"PDORTHO","D",NA,"mg/l","E365.1",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","phosphorus, total (as p)",2021-08-17 11:00:00,"7723-14-0","T",0.0191,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","potassium",2021-08-17 11:00:00,"7440-09-7","T",1260,"ug/l","E200.7",180,"ug/l",2000,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","silver",2021-08-17 11:00:00,"7440-22-4","T",NA,"ug/l","E200.8",0.042,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","sodium",2021-08-17 11:00:00,"7440-23-5","T",20200,"ug/l","E200.7",100,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","sulfate (as so4)",2021-08-17 11:00:00,"14808-79-8","T",14.1,"mg/l","E300.0",0.4,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","total dissolved solids (residue, filterable)",2021-08-17 11:00:00,"TDS","T",121,"mg/l","SM2540C",9,"mg/l",10,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","turbidity",2021-08-17 11:00:00,"TURB","T",NA,"ntu","E180.1",0.06,"ntu",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-08172021-W","R2108379","zinc",2021-08-17 11:00:00,"7440-66-6","D",16.1,"ug/l","E200.8",2.5,"ug/l",5,"","R","Accuracy error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","alkalinity, total (as caco3)",2021-10-19 11:30:00,"ALK","T",26.6,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","aluminum",2021-10-19 11:30:00,"7429-90-5","D",NA,"ug/l","E200.8",7.6,"ug/l",10,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","arsenic",2021-10-19 11:30:00,"7440-38-2","T",NA,"ug/l","E200.8",0.32,"ug/l",1,"U","R","Analyte was analyzed for but not detected ; Precision error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","cadmium",2021-10-19 11:30:00,"7440-43-9","D",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","calcium",2021-10-19 11:30:00,"7440-70-2","T",11300,"ug/l","E200.7",110,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","carbon, dissolved organic (doc)",2021-10-19 11:30:00,"DOC","D",1.7,"mg/l","SM5310C",0.5,"mg/l",1,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","chloride (as cl)",2021-10-19 11:30:00,"16887-00-6","T",34.3,"mg/l","E300.0",0.5,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","chlorophyll a",2021-10-19 11:30:00,"479-61-8","T",0.567,"ug/l","SM10200H",NA,"ug/l",0.043,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","copper",2021-10-19 11:30:00,"7440-50-8","D",1.2,"ug/l","E200.8",0.66,"ug/l",1,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","fluoride, undistilled",2021-10-19 11:30:00,"16984-48-8","T",NA,"mg/l","E300.0",0.01,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","hardness (as caco3)",2021-10-19 11:30:00,"HARD","T",46,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","iron",2021-10-19 11:30:00,"7439-89-6","T",211,"ug/l","E200.7",20,"ug/l",100,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","lead",2021-10-19 11:30:00,"7439-92-1","D",NA,"ug/l","E200.8",0.19,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","magnesium",2021-10-19 11:30:00,"7439-95-4","T",4290,"ug/l","E200.7",68,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","manganese",2021-10-19 11:30:00,"7439-96-5","T",144,"ug/l","E200.7",1.7,"ug/l",10,"","A","",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110980","mercury",2021-10-19 10:50:00,"7439-97-6","T",0.4,"ng/l","E1631E",0.3,"ng/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","nickel",2021-10-19 11:30:00,"7440-02-0","D",NA,"ug/l","E200.8",0.46,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R1","17-CARM-9.0","N","17-CARM-9.0-10192021-W","R2110979","nitrate+nitrite as nitrogen",2021-10-19 11:30:00,"NO3NO2N","T",1.54,"mg/l","E353.2",0.0015,"mg/l",0.002,"","R","Accuracy error",2022-02-17
